LONGITUDE VZ	LATITUDE VZ	GLOBALID	REQUESTTYPE	REQUESTDATE	STREETSEGID	COMMENTS	USERTYPE
-77.04141139	38.91690925	{C2EDB76F-5424-40AC-A99C-155A9BE238F9}	Red light running	2015-07-02T15:04:43.000Z	12059	"Cars continuing on U St east, from Florida Ave, often do not stop at the red light, continuing through when the (very short, ~15 second) pedestrian light is on to cross U St."	Pedestrian
-76.98245127	38.92096934	{5E4DD78E-613F-457C-BFAF-C830B03D8B1B}	Double parking	2015-07-02T19:57:00.000Z	9521	Constant standing around from pedestrians and cars. Loitering pedestrians are constantly in the street and are a hazard to both bikes and cars.	Car Driver
-77.04235066	38.98745146	{5F6B09D2-DBD0-4664-8CD0-D36A0020B189}	Failure to stop for pedestrians	2015-07-02T20:36:55.000Z	8237	No sidewalk or crosswalk. And drivers often make the turn to Portal Drive at higher speed.	Pedestrian
-77.0420707	38.98662039	{1D1F2E6A-8704-4C79-827E-275101347ED2}	Other Walking Issue	2015-07-02T20:39:56.000Z	8237	Very short sidewalk on the northwest side of intersection.	Pedestrian
-77.04840804	38.90070305	{BB030B88-2847-481D-A0A8-E7FDA9CA4661}	Double parking	2015-07-02T20:55:17.000Z	11728	"Trucks often double park right at the NE corner of 22nd & I Streets, primarily serving GW's Medical Faculty Associates."	Pedestrian
-77.04771079	38.90070317	{99D0AB15-BC97-4681-935B-03F0F8CE9D74}	Failure to stop for pedestrians	2015-07-02T20:56:39.000Z	11728	"mid-block crosswalk; motorists *rarely* stop or yield for pedestrians.

Sidewalk on south side of I Street closed for constructions, pedestrians forced to cross."	Pedestrian
-77.03364767	38.89537141	{F6510AB7-6670-4526-948E-5644EE4D610D}	Other Biking Issue	2015-07-02T20:58:54.000Z	759	"The 15th street cycletrack should be extended at least as far as the Mall, likely much further.

Also, the kind folks who own the Ellipse love to randomly block entrances and exits, blocking one of the routes for people heading to the National Mall."	Biker
-77.05917077	38.88511224	{0A1EFD6E-D9C3-44EC-B6BE-6B7264B1CEEF}	Other Biking Issue	2015-07-02T21:01:40.000Z	1228	"Crossing the GW Parkway shouldn't be done at-grade, or if it must, drivers should be made to stop with a stoplight or other traffic control device. It is a major safety hazard."	Biker
-77.07783173	38.93788487	{634D0D0E-C8DC-4966-818E-84C70888AC23}	Blocking the crosswalk	2015-07-02T15:07:49.000Z	3311	"As defined by DCMR 18-99, crosswalks exist on all sides of an intersection (and peds have right of way at all crosswalks) but DDOT has posted signs here allowing people to park in the unmarked crosswalks on both sides of this intersection."	Pedestrian
-77.07515207	38.93557346	{2B12A079-088A-4E32-BB2E-380836D58567}	Blocking the crosswalk	2015-07-02T15:08:22.000Z	2534	"As defined by DCMR 18-99, crosswalks exist on all sides of an intersection (and peds have right of way at all crosswalks) but DDOT has posted signs here allowing people to park in the unmarked crosswalks on both sides of this intersection."	Pedestrian
-77.02703716	38.91919102	{CE127921-CEED-4540-9B6B-A1461E4B1151}	Other Biking Issue	2015-07-02T15:08:45.000Z	5785	This whole stretch of 11th from Florida to S st is awful for bikers and cars. Cars don't want to share the sharrowed lane with bikers and pass very dangerously to get around them. The road is also very torn up.	Biker
-77.07594491	38.93924615	{7F913BBF-29F0-442D-8A24-F748B4278409}	Blocking the crosswalk	2015-07-02T15:08:51.000Z	3538	"As defined by DCMR 18-99, crosswalks exist on all sides of an intersection (and peds have right of way at all crosswalks) but DDOT has posted signs here allowing people to park in the unmarked crosswalks on both sides of this intersection."	Pedestrian
-77.07831603	38.94550637	{D81B6C99-B6C9-4003-86F5-E4C434C1F7F7}	Failure to stop for pedestrians	2015-07-02T15:09:56.000Z	2949	Drivers routinely fail to stop and give right of way to pedestrians at this crosswalk.	Pedestrian
-77.02971362	38.92515862	{F40C4B27-72C9-4DA8-999D-6943CE95515D}	Poor visibility	2015-07-02T15:11:19.000Z	8781	"The last big storm blew down the convex safety mirror hung opposite this alley.  Cars coming out of this alley now cannot see other cars, bikes, and peds.  PLEASE reinstall a new safety mirror opposite this alley on 13th between Fairmont and Girard"	Car Driver
-77.04489952	38.90566439	{65C4EBA4-86D9-4AEF-B132-92C5E394E27C}	Blocking the crosswalk	2015-07-02T15:11:52.000Z	2115	Taxis and Uber drivers block the crosswalk to drop off passengers here.	Pedestrian
-77.06281378	38.90518441	{241D3F6C-A3E7-451C-B6C4-7D80C6566EEB}	Not enough time to cross	2015-07-02T15:13:03.000Z	7858	"The ""walk"" signal for the west crosswalk is only 4 seconds.  This is not enough time for the crowds at this point to get off the curb (as peds are required to do by DC Code 50-2201.28 and DCMR 18-23)."	Pedestrian
-77.02704256	38.92576255	{3959A45B-5A74-4239-A973-CB1DAA8E68C8}	Stop sign running	2015-07-02T15:13:10.000Z	9423	There needs to be a 4 way stop here. Traffic on Girard has a stop but 11th doesn't. Drivers on Girard either assume 11th street has stop signs or dangerously try to go through the intersection instead of waiting for a break in traffic.	Biker
-77.02192165	38.89327917	{94D74D06-F68C-40E8-B671-0D42036AB77D}	Red light running	2015-07-02T15:17:43.000Z	772	"Buses and other motor vehicles often begin left turn onto 7th street from eastbound Penn. Ave when left turn signal is red, posing hazard to those crossing on northern intersection of 7th & Penn. Ave."	Pedestrian
-77.0280831	38.90462698	{8A9905BD-EB36-4666-9813-9B4AF6F9F3FC}	Other Driving Issue	2015-07-02T15:19:14.000Z	11007	Why was this bike lane taken away? Now it goes from bike lane to sharrow to bike lane in less than a block. Cars don't give bikes room after crossing Massachusetts and STAY in the bike lane instead of transitioning properly from sharrow to bike lane.	Biker
-77.01759614	38.87823597	{5558CC66-93C6-4105-8072-30C80F268710}	Double parking	2015-07-02T15:33:24.000Z	14208	"There are CONSTANTLY cars parked in the bike lanes on 4th ST SW between M ST and I ST. They need to be ticketed and forced to move. When biking through here, their illegal behavior often forces me to cut into traffic to avoid hitting them."	Biker
-77.044737	38.90566367	{661C2408-57A3-4F21-9B78-0ED9A3DEC991}	Blocking the bikebox	2015-07-02T15:37:13.000Z	11513	Motorists often enter right turn lane without yielding to bike traffic in mixing zone. More adequate signage should remind drivers to yield to bike traffic before entering the turn lane.	Biker
-77.05431615	38.96115602	{E1D6C708-04A8-4026-B100-5B7D8B6C7E18}	Other Walking Issue	2015-07-02T15:46:59.000Z	7189	Military Road is missing a sidewalk for much of the distance across the park.	Pedestrian
-77.01431344	38.87378078	{A0D92E0F-A71C-4F1A-B44B-F942CEEBD5FD}	Speeding	2015-07-02T15:47:44.000Z	12204	"vehicles, particularly city busses speed through here constantly. It is a sharp turn, and many people jaywalk fromt he bustop across the street. Both a crosswalk and speed bumps are needed here."	Pedestrian
-77.07888787	38.94651322	{F6A3BB0A-671F-424A-8178-E7EC00FBBA91}	Other Walking Issue	2015-07-02T15:52:15.000Z	10537	"DDOT's engineers have inappropriately taken ""walk"" time from pedestrians crossing the NW and SE corners of Wisconsin and Tenley and given it to drivers trying to turn.  (Compare the timing on these corners to the timing on the NE and SW corners.)"	Pedestrian
-77.03179971	38.91261472	{DC76D9D3-395F-4FBF-83B2-BECEAA4DAACF}	Other Driving Issue	2015-07-02T15:52:48.000Z	9471	Cars turning right do not yield to bicyclists. I've nearly been hit several times.	Biker
-76.97347466	38.87477086	{FFF397CC-0C48-48C6-9F18-F1838C5BEDDA}	Other Biking Issue	2015-07-02T15:52:56.000Z	5504	"There needs to be a crosswalk here, bikes cross this ramp to get to the sidewalk before crossing again after the bridge to get onto Anacostia tral. There needs to be a crosswalk and lights to alert drivers"	Biker
-76.96140321	38.87757715	{231B452E-308B-4AEF-9D82-3172D18083CE}	Red light running	2015-07-02T15:58:42.000Z	10892	"The light at the roundabout here doesn't recognize bikes, they constantly have to run the red unless a car is also waiting to go straight"	Biker
-77.02575218	38.91100049	{556DCEEF-149E-4D25-B581-65AE0EEF92E9}	Other Biking Issue	2015-07-02T16:00:39.000Z	12623	"This section of Rhode Island Ave is riddled with potholes, so cyclists are often forced to go into the middle lane of traffic, which is extremely dangerous."	Biker
-77.0404478	38.90374979	{5091EA87-46C4-482B-ADBA-50DBB06D8CBD}	Double parking	2015-07-02T16:05:57.000Z	8858	Street vendor often illegally parks in left turn lane during morning and evening rush hour periods - blocks both the turn lane and bottlenecks the bike lane	Biker
-77.04455689	38.90566321	{F5787F2E-2727-47DA-89C0-95EC18659F28}	Other Biking Issue	2015-07-02T16:09:56.000Z	11513	"Cars and trucks often turn right onto 20th street from the the middle lane (not the right-hand turn lane), often cutting off cyclists and forcing them to either slam on the brakes or swerve onto the sidewalk to avoid hitting them."	Biker
-77.01682916	38.91112737	{2829C874-5F4B-4A1B-8352-FDC7EEC39F33}	Speeding	2015-07-02T16:12:35.000Z	2304	"Cars often drive way too fast down this section of New Jersey Ave, in both directions. I witnessed a cyclist get hit by a car here after the car was speeding to go through a red light and the signal already turned green for traffic going east on Q."	Biker
-77.00910246	38.87648483	{79FA84CF-2810-43BD-B6AE-A193613E54D9}	Failure to stop for pedestrians	2015-07-02T16:13:38.000Z	11295	Pedestrians have a cross signal at the same time that cars have a green light to turn left from M St onto South Capitol. They often do not yield to pedestrians (and are probably going too fast to see and yield).	Pedestrian
-77.0219215	38.91113121	{715245E2-B232-4DF4-BA10-CACE26085898}	Blocking the bikebox	2015-07-02T16:15:18.000Z	10897	"Drivers often do not have enough room to get over to turn right onto 7th St. from Q and consequently often block the bike lane. Furthermore, drivers do not signal here - I myself have crashed into a car's fender here because of this."	Biker
-77.0175579	38.88507877	{EB7A98C6-C06C-4047-A833-D6D5F4792FA0}	Other Driving Issue	2015-07-02T16:17:33.000Z	1143	"With Virginia Avenue closed here, why not have the signals flashing yellow for Fourth Street? There areno turns, so no need to stop north/south traffic. Thanks!"	Biker
-77.04159991	38.90645578	{48F8FD0A-9149-476C-9925-E553010F7157}	Red light running	2015-07-02T16:20:55.000Z	9279	"Peds crossing CT Ave @ 18TH ST NW is a disaster. Drivers run the red lights and block the crosswalks, forcing pedestrians into the traffic lanes. There also simply isn't enough time on the crosswalk countdown to cross 6 lanes of traffic."	Pedestrian
-77.02810625	38.88283865	{90A95FAD-BC53-4502-9F85-9E3441C436D4}	Other Driving Issue	2015-07-02T16:21:13.000Z	12591	Why can't northbound traffic from Maine onto 12th have a permanent green light? There's no other traffic turning onto 12th here. Just give those turning left to continue on Maine red and green arrows. Thanks for considering!	Car Driver
-77.03631984	38.9921645	{54253B64-9FF9-42C3-B630-0896A06252FA}	Red light running	2015-07-02T16:37:57.000Z	206	"This is a very confusing/unsafe intersection for vehicles.  Many vehicular crashes occur due to driver confusion, poor sight-lines, and poor design.  This intersection needs a major re-design in coordination with MD"	Pedestrian
-77.04245761	38.92282031	{EC9AE5E8-A088-4018-975F-00C4BCE29F0C}	Other Walking Issue	2015-07-02T16:39:30.000Z	5292	This should be signed as no-right turn on red	Car Driver
-77.00713675	38.91747429	{AED0D6F2-6D01-4818-A5EA-64ADD4E1CA35}	Not enough time to cross	2015-07-02T16:39:47.000Z	7188		Pedestrian
-77.02397181	38.90963804	{51929BD3-68BC-4D3C-86E7-BFBCF33D521C}	Poor visibility	2015-07-02T16:45:41.000Z	9610	"With the new sidewalk closure around the O Street Market and accompanying advertising signage, both pedestrians and drivers have difficulty seeing the northbound and westbound oncoming traffic at the corner of 9th & P."	Pedestrian
-77.01756055	38.89180209	{9DD66092-12B2-4243-A80E-B5C041A37FA6}	Blocking the bikebox	2015-07-02T16:53:57.000Z	11684	Often drivers pull up and through the bike box here both in the left and right hand lane.	Biker
-76.99765576	38.86240571	{648A765B-FC43-4892-BD6C-67F6F6088662}	Not enough time to cross	2015-07-02T16:54:53.000Z	10985	There isn't enough time for older people or seniors to cross here.	Pedestrian
-76.99153611	38.87849963	{2860C314-63CE-47F8-AA97-611F054D58EC}	Other Walking Issue	2015-07-02T16:57:41.000Z	5669	There needs to be a crosswalk around the K Street intersection.	Pedestrian
-77.02077689	38.89613843	{88F286C9-A472-486E-8DDE-78960D5F8BE9}	Other Biking Issue	2015-07-02T16:59:34.000Z	6437	A lot of vehicles will stop and park along the E Street bike lane.	Biker
-77.07259114	38.93349221	{D69385B3-9083-442C-ACDF-C43AD4E77DE9}	Failure to stop for pedestrians	2015-07-02T17:21:54.000Z	2323	drivers heading north on wisconsin wanting  to turn left onto macomb have a choice of being hit by cars coming southbound on wisconsin or running over pedestrians in the macomb crosswalk. Cars need a left-turn arrow there.	Pedestrian
-77.0250858	38.88050939	{8D8E9C4A-35C2-41E5-A6F9-945C5B362D81}	Other Driving Issue	2015-07-02T17:22:27.000Z	8505	"Bus idling is common along Maine Ave, and DC's anti-idling law is not being enforced."	Pedestrian
-77.00716856	38.89892088	{378C527E-745F-4980-A7D9-22073421B330}	Other Driving Issue	2015-07-02T17:26:34.000Z	9000	"Bus idling is endemic at Union Station's 2nd Floor.  DC's anti-idling law is not being enforced.  Despite numerous signs, bus drivers do not comply, will be argumentative when asked to stop idling a bus, and calls to MPD for enforcement are ignored."	Pedestrian
-77.01892968	38.90384671	{80652FA3-DD6F-4550-9B27-CD0D0F92D422}	Not enough time to cross	2015-07-02T17:51:49.000Z	3503	The light to cross NY Ave along 5th st only allows 18 seconds for pedestrians. This is not long enough for handicapped pedestrians or the elderly.	Pedestrian
-76.97959096	38.882843	{330630FD-CFB7-43FE-8592-7B7F481CC682}	Poor visibility	2015-07-02T18:20:14.000Z	11954	Awkward intersection and speeding vehicles turning onto E Street from west-bound Potomac Avenue cause hazard for pedestrians in crosswalk. Needed: extended curbs to force more perpendicular entry onto/out of E St.	Pedestrian
-76.97939251	38.88284315	{CEB66CD2-807B-4792-AC44-E3AD35AE84FB}	Failure to stop for pedestrians	2015-07-02T18:21:26.000Z	11954	"""Stop for Pedestrians"" flexipost signage needed at both crosswalks on Potomac Avenue at this intersection. Motorists rarely stop and use excessive speed."	Pedestrian
-76.97900078	38.88298107	{9B1AF42C-3E92-4496-BE0C-57AA11AE756A}	Speeding	2015-07-02T18:26:51.000Z	1114	Several collisions here when motorists attempt to pass other vehicles that are turning north onto 18th Street. High speeds and impatience a problem at this intersection where Potomac Avenue turns to one-way.	Pedestrian
-77.04543653	38.89210884	{2B25BD92-732B-4AD7-A9F0-A187B4BBEEDF}	Speeding	2015-07-02T18:27:40.000Z	11288	Riding a bike on Constitution is a death wish due to the speeding cars.	Biker
-76.97900026	38.88306634	{F13A23C6-3B9A-46DA-BDF5-FA63D1D0F62A}	Stop sign running	2015-07-02T18:29:17.000Z	1114	"Motorists southbound on 18th street often turn without stopping, causing hazards for pedestrians at this intersection and further down at Potomac Avenue and E Street crosswalks. Problem: One-Way portion of Potomac Avenue encourages this behavior."	Pedestrian
-77.05214178	38.88855774	{5917A3E4-6B87-4C79-ACBF-0736EB450D96}	Jaywalking	2015-07-02T18:29:26.000Z	8270	"A crosswalk is needed here. Pedestrians realize that they can't get to the other side without going all the way to Virginia, so they just jaywalk."	Pedestrian
-76.99497659	38.87881945	{A5203B84-2CEB-425C-8F67-0B3D2CCF16D4}	Speeding	2015-07-02T18:30:44.000Z	2552	This is 45 mph. Cars regularly pass me going at least 65.	Car Driver
-76.99496836	38.88419165	{D68B9A02-A5E4-4F23-AA35-5737A7BF00C9}	Not enough time to cross	2015-07-02T18:31:35.000Z	3007	Almost impossible to cross this street.	Pedestrian
-77.04412274	38.88682373	{5929B58C-06A3-4A58-8C58-44118138386C}	Speeding	2015-07-02T18:31:38.000Z	6316	speeding. a lot of speeding.	Car Driver
-77.04585486	38.9025322	{AEF3EF15-2DB9-4B64-BFC9-D5676E25ED06}	Speeding	2015-07-02T18:33:29.000Z	7158		Pedestrian
-77.02311352	38.87081302	{AEF60B95-FF90-4247-911E-BF3EAF6B81E0}	Speeding	2015-07-02T18:34:57.000Z	3363	Cars speed here and pass dangerously. It is unnecessary to have two lanes for cars along this stretch. There should be a bike only lane and a car only lane.	Biker
-77.01754717	38.87862802	{B6C339D9-2E99-46E6-BF5F-3E125660FAD1}	Jaywalking	2015-07-02T18:35:53.000Z	14208	Many pedestrians crossing willy-nilly like all along this block.	Biker
-77.03311573	38.88394349	{F5A1BD68-4FB2-4517-B841-4CF881F057D0}	Failure to stop for pedestrians	2015-07-02T18:36:14.000Z	9050	Speeding cars do not stop for pedestrians.	Biker
-76.99108506	38.87329488	{72BC4DCD-2F17-4BDF-A0CB-D15A94720D87}	Long wait to cross	2015-07-02T18:39:18.000Z	14786	"This light and the pedestrian cross button do not work. I once saw workers adjusting the lights. I told them this, and they said they'd fix it. They didn't."	Biker
-76.99045764	38.87185914	{2E34872E-CD91-4BCB-8342-2F9265AD0C3F}	Speeding	2015-07-02T18:39:53.000Z	14849	Cars speed across the bridge.	Biker
-76.98344864	38.90013542	{890346B4-641E-4673-8D08-FB1A77D56A72}	Jaywalking	2015-07-02T18:44:30.000Z	587	"Lots of people jaywalk here and all down Benning road. At this light in particular, I nearly hit people while having the green light all the time."	Car Driver
-77.07257055	38.93349232	{A0F42647-1586-451D-BD8C-9C6C6C9D2805}	Red light running	2015-07-02T19:02:27.000Z	2323	"Drivers heading north on Wisconsin wanting to turn left onto Macomb get stuck halfway into the left turn, forcing them to choose between being head by southbound cars or running over pedestrians in the Macomb crosswalk. Very dangerous."	Pedestrian
-77.07313481	38.92886676	{9431943A-7DC2-404A-AA8E-604C17DC9989}	Speeding	2015-07-02T19:16:08.000Z	6046	"Cars routinely speed along this section of Wisconsin, which is heavily trafficked by pedestrians."	Pedestrian
-77.07266978	38.93176928	{FABB28AC-FECC-439D-B11C-D9D44BF9E997}	Speeding	2015-07-02T19:17:09.000Z	6434	"Cars routinely speed on this section of Wisconsin, in front of the cathedral, which is heavily trafficked by pedestrians."	Pedestrian
-77.01811056	38.92089633	{EB5885A6-2476-49CD-A2E3-2F02EE0080CB}	Other Biking Issue	2015-07-02T19:19:42.000Z	10928	The bike lanes on 5th St NW north of here need to connect to bike lanes on 7th St NW to the southwest. This is a small but important gap in the network.	Biker
-77.02807809	38.93105859	{3552F49E-4E54-4B59-BAD5-31AA07D27F75}	Double parking	2015-07-02T19:22:55.000Z	7835	The bike lane is consistently blocked by trucks.	Biker
-77.02808355	38.90442658	{21E0F8A7-5074-4B3B-ACFA-89B1885EC4A1}	Other Driving Issue	2015-07-02T19:30:45.000Z	11007	"Because 2 lanes shift left through the intersection, and then merge shortly after crossing Mass Ave, vehicles in the left lane often cross into the right lane without warning."	Car Driver
-77.0345346	38.91695326	{844EF8B8-B475-476C-9386-3919367C17D3}	Red light running	2015-07-02T19:43:07.000Z	10024	Cars often run the no turn on left signal and drive into the cycle track	Biker
-77.03650273	38.91803836	{5299F952-5913-4F6F-8165-B21979334994}	Speeding	2015-07-02T19:43:40.000Z	3684	Aggressive speeding. No enforecement	Car Driver
-77.03657263	38.9169388	{38249A10-7836-41F9-A968-B0875F03A7F1}	Red light running	2015-07-02T19:44:05.000Z	11305	Red lights are run almost every cycle	Pedestrian
-77.03847459	38.91849975	{DDC7DAE8-6717-48A9-8E9F-12A135824135}	Failure to stop for pedestrians	2015-07-02T19:45:20.000Z	7171	"poor sight lines due to close and illegally parked cars make this tough for drivers. Also, drivers just don't stop."	Pedestrian
-77.01598611	38.97498991	{F5104A3D-E1DA-48E1-A1D6-9294DC1A1DA2}	Other Biking Issue	2015-07-02T19:46:24.000Z	9034	"This area is heavily trafficked and as a result, difficult to bike through. With parking banned on one side of the street, adding bike lanes or a cycle track would be relatively easy."	Biker
-77.03645257	38.93574971	{FC637D95-9506-4283-B9EE-DFAE80392814}	Speeding	2015-07-02T19:46:56.000Z	4201	aggressive speeding. Every day	Car Driver
-77.01612129	38.9718613	{13133A01-6B18-41E4-81FB-DF1F88EBB61A}	Poor visibility	2015-07-02T19:47:32.000Z	6021	"Drivers turning north from 3rd St cannot see cars headed north on Blair Rd and many near misses occur. Plus, signals don't give many gaps in traffic"	Car Driver
-77.04973432	38.92215935	{8A898957-D02D-40CA-9CB9-07070FDBCD5C}	Speeding	2015-07-02T19:47:37.000Z	11953	aggressive speeding. Every day	Car Driver
-77.0198985	38.97359036	{B8362329-C59E-4F8E-9452-232234FD744A}	Stop sign running	2015-07-02T19:48:06.000Z	9514	Cars including police cars and buses frequently run this stop sign due to the hill.	Biker
-77.05258921	38.9233547	{26580C64-07F9-41A3-9BDE-AAC79D24DAF0}	Failure to stop for pedestrians	2015-07-02T19:48:22.000Z	12780	right turning cars often fail to stop for pedestrians	Pedestrian
-77.05060157	38.92349265	{57A57E65-3AF9-4F6B-84FB-957BA2951425}	Failure to stop for pedestrians	2015-07-02T19:48:52.000Z	4982	everyone fails to stop for pedestrians	Pedestrian
-77.06636838	38.92439971	{86D6B7E8-4C07-46C6-B702-E6327011DEA0}	Failure to stop for pedestrians	2015-07-02T19:49:53.000Z	9367	right turning cars often fail to see pedestrians	Pedestrian
-77.02053915	38.97652694	{5D35B59A-11A5-4A25-AE3B-A88A8BBE0315}	Other Driving Issue	2015-07-02T19:51:03.000Z	6180	"The paint lines are faded which create overly wide traffic lanes, encouraging speeding. Repainting would made this intersection much safer."	Car Driver
-77.02785194	38.91558132	{F39DF7A7-D6EB-45E1-8D2E-2FEC978879E7}	Speeding	2015-07-02T19:51:28.000Z	543	drivers often speed and don't have time to notice me	Biker
-77.01667243	38.97689389	{F580B6CC-BB98-4FD4-B81C-820C0C41574C}	Other Driving Issue	2015-07-02T19:52:12.000Z	6971	The exit/entrance to the parking has a large blind spot to the north. Adding a stop sign for all cars would make this access point much safer.	Car Driver
-76.97843759	38.91895267	{B0D3EB12-1A8C-464E-A779-0D759CFCD169}	Poor visibility	2015-07-02T19:59:00.000Z	1652	This portion of Montana Ave has poor sidewalks and visibility. Tree brush is constantly lying in the sidewalk along with trash. Additionally there is a light post in the MIDDLE of the sidewalk.	Biker
-77.07459561	38.96100677	{6E171636-B47B-42B5-B554-802B68EA2BED}	Other Biking Issue	2015-07-02T20:02:03.000Z	6974	"Biking on Military Ave between Conn Ave and Western Ave is like biking on the moon. SOOOOO MANY CRATERS. This road is crumbling and driving, never mind biking, is a nightmare! PAVE THE ROAD!!"	Biker
-77.00327182	38.88761536	{EA289613-91AA-45B7-8142-5614CCAE780E}	Not enough time to cross	2015-07-02T20:06:11.000Z	12910		Pedestrian
-77.01771076	38.87727393	{37D4ED92-C1B1-4A7B-8B46-A131A510219B}	Double parking	2015-07-02T20:17:45.000Z	14208	"Cars are always double parked blocking bike lane and/or parked in the center median (including MPD, DCFC, and other city vehicles). Dangerous for bikers to merge in/out of traffic, and for pedestrian visibility when crossing street."	Biker
-76.99845388	38.88128043	{8A6F02EC-FBC3-4C1B-B57F-65EE6CFFD176}	Failure to stop for pedestrians	2015-07-02T20:20:28.000Z	7334	Cars (including MPD vehicles w/o emergency lights) always run through this stop sign without stopping. Dangerous with families around! Perhaps a raised crosswalk and/or speed hump on 6th btwn VA Ave and G St would help slow/stop traffic.	Pedestrian
-77.0319533	38.91645249	{D1B20996-82FC-4B98-8F7D-EEB70FB43E9B}	Failure to stop for pedestrians	2015-07-02T15:22:58.000Z	8575	Drivers routinely fail to stop and give right of way to pedestrians here.	Pedestrian
-77.03422731	38.91262596	{0F22782E-7E49-4AA0-9153-763D2164A2AE}	Other Driving Issue	2015-07-02T15:53:26.000Z	3876	Cars turning right do not yield to bicyclists. I've nearly been hit several times.	Biker
-77.01716332	38.87466087	{15DDEA50-B909-4543-A135-F9910C7105F1}	Accessibility Issue	2015-07-02T16:02:37.000Z	4156	"The sidewalk here is torn up from trees, it is impossible to get by via wheelchair and very difficult to for two pedestrians to pass abreast."	Pedestrian
-76.99153252	38.88280049	{17C6A2F6-E962-4BB6-BD06-BCDD94CD57E0}	Not enough time to cross	2015-07-02T17:00:51.000Z	9797	Few people can cross all of Penn Ave in 17 seconds. I walk fast and even I have to book it.	Pedestrian
-77.04489545	38.90620284	{66298821-61DA-4464-9E64-4B693B1A93BC}	Other Driving Issue	2015-07-02T18:10:16.000Z	10320	Motorists do not check for pedestrian foot traffic before pulling into or out of the garage entrance on the east side of 20th St on this block.	Pedestrian
-77.07299673	38.93188879	{F574DB3A-F46D-45F6-AF3D-CA11C2929D3E}	Not enough time to cross	2015-07-02T19:17:53.000Z	3087	Crossing wisconsin at Woodley. The crosswalk light is about 15 seconds long. Impossible to get across in the allotted time.	Pedestrian
-77.03651636	38.91207812	{D8BA096E-B480-44F8-BE39-22A7DD2F3695}	Speeding	2015-07-02T19:41:35.000Z	1816	Drivers drive aggressively and no-one does anything about it	Car Driver
-77.01975224	38.97756495	{FE51D7CA-B5E0-457C-8A04-D69DC02CF67C}	Other Driving Issue	2015-07-02T19:50:04.000Z	2002	There is a large bump across the road due to an underground pipe but it is not marked. Someone even spray-painted to mark it but it faded. It is great to slow people down but mean to hide the method of doing so. Paint this unintentional speed hump	Car Driver
-77.0308989	38.96264668	{90FE4187-040D-4A66-B515-C6D7EB2EE1ED}	Other Driving Issue	2015-07-02T19:53:24.000Z	8360	There is literally no reason for this street to exist other than to store cars. Deadending it in the middle would prevent dangerous cut through traffic	Pedestrian
-77.01215784	38.91553573	{4209121C-4641-47D7-A1C4-464AA00E6550}	Not enough time to cross	2015-07-02T23:19:00.000Z	5278	The light doesn't provide quite enough time to cross unless you walk very quickly. Its difficult for younger or older pedestrians to make it across in time.	Pedestrian
-77.01215784	38.91553573	{71B17C43-C767-4D50-A67E-7C973F74D9A9}	Speeding	2015-07-02T23:32:32.000Z	5278		Biker
-77.04348113	38.89295411	{A34CCD1A-5936-4DF5-A176-01607B05A9B8}	Speeding	2015-07-03T00:21:44.000Z	13163	Very dangerous. Virginia drivers trying to get home.	Biker
-77.08536199	38.96005895	{A57E60F7-029E-4F42-AE0B-D1FC2A3A2AF1}	Jaywalking	2015-07-03T03:24:46.000Z	9405	Frequent jaywalking across Wisconsin ave.  please ticket!	Car Driver
-77.0417071	38.89674483	{5CFBD5BB-A8F0-48CE-BA7A-5F70DF69E94C}	Other Driving Issue	2015-07-03T03:29:54.000Z	3887	"Extremely poor road surface, potholes, uneven paving creates great hazards."	Biker
-77.04170744	38.89903301	{FD48C22E-F8D9-40DA-9587-89435AD86CE1}	Other Driving Issue	2015-07-03T03:30:29.000Z	11282	"Extremely poor road surface, potholes, uneven paving creates great hazards."	Car Driver
-77.01617279	38.909128	{CFB87DBC-D404-46CE-878A-4905BF471C76}	Speeding	2015-07-03T12:35:24.000Z	12078	20 years experience biking in DC and NJ Ave from NY Ave to Florida is one of the worst sections for speeding and aggressive lane changes. 40+ mph cars not unusual.	Biker
-77.01707428	38.91180876	{3E4D9FE6-6617-4C92-8E11-81A5487201D1}	Speeding	2015-07-03T12:35:47.000Z	13090	20 years experience biking in DC and NJ Ave from NY Ave to Florida is one of the worst sections for speeding and aggressive lane changes. 40+ mph cars not unusual.	Biker
-77.01754893	38.91312115	{3F549E20-635D-42C3-A85B-07F340E0A4ED}	Speeding	2015-07-03T12:36:07.000Z	12968	20 years experience biking in DC and NJ Ave from NY Ave to Florida is one of the worst sections for speeding and aggressive lane changes. 40+ mph cars not unusual.	Biker
-77.00266505	38.86689528	{C346486F-B2C5-402B-968D-1F78251A4D00}	Other Biking Issue	2015-07-03T12:39:16.000Z	11075	Making turn from South Cap bike lane to eastbound bike trail to Poplar Point too tight of a radius; steep. Dangerous to inexperienced cyclists. Needs redesign.	Biker
-77.032503	38.91700401	{D6C9705B-C5AE-4EC5-9DE7-561308336782}	Double parking	2015-07-03T12:44:34.000Z	2331	City employees routinely double park or park poorly blocking the right lane of west bound U Street.	Car Driver
-77.05150358	38.92353768	{753E0E80-7FAE-47FD-B30F-4BF9F9926E12}	Other Driving Issue	2015-07-03T12:47:00.000Z	4982	"Light timing.  Afternoon rush hour.
Southbound CT Ave traffic is held while northbound CT traffic turns onto west bound Calvert long after any traffic remains and/or light at 24th street backs up traffic."	Car Driver
