LONGITUDE VZ	LATITUDE VZ	GLOBALID	REQUESTTYPE	REQUESTDATE	STREETSEGID	COMMENTS	USERTYPE
-77.00787498	38.90252455	{8505193C-3799-4A3A-BE48-3191232E9A38}	Other Driving Issue	2015-06-30T17:10:32.000Z	7159	U-Haul often parks its trucks illegally along the street in the morning leaving just one lane for rush hour traffic. Traffic often backs up to the east as far as 2nd Street NE.	Car Driver
-76.98076024	38.87973763	{B077433F-59D5-4A82-A407-6A70F02AB574}	Speeding	2015-06-30T17:17:16.000Z	710		Car Driver
-76.98364946	38.8953903	{E412C026-6FD2-40CF-B935-E31E3DA94743}	Poor visibility	2015-06-30T17:19:59.000Z	8512	"From Duncan, hard to see cars coming on 15th. Parked cars on W side of 15th block view."	Car Driver
-77.07242302	38.90529032	{B107E48F-6B80-493E-A319-05B6299A946B}	Accessibility Issue	2015-06-30T17:24:02.000Z	13636	Sidewalk too narrow and blocked by utility poles	Pedestrian
-77.07579489	38.90550548	{89F5B590-3014-4609-A3EA-2CEF45A75908}	Other Walking Issue	2015-06-30T17:24:33.000Z	13636	sidewalk too narrow	Pedestrian
-77.0494934	38.9096508	{9F6831EE-AB9A-434D-A399-077F3F6E4C62}	Failure to stop for pedestrians	2015-06-30T17:25:29.000Z	4766	Drivers turning onto the Parkway do not yield to pedestrians walking along P St	Pedestrian
-77.10049064	38.91890291	{C9A1F633-7C4F-4453-BF9A-2C9DD639FD76}	Other Biking Issue	2015-06-30T17:29:53.000Z	13130	Pedestrians and cyclists need to cross Canal Road here to access the C&O path and CCT. No xwalk/signal to help crossing.	Pedestrian
-77.10049182	38.91890604	{2101ED93-4644-4530-8338-C6895F4D28D1}	Not enough time to cross	2015-06-30T17:30:54.000Z	13130	No traffic control here -- dangerous to cross high speed traffic. Only access to trails in the area	Biker
-76.99131393	38.90559826	{E15551D9-5CEA-4306-AF48-3758CC16F0AE}	Other Biking Issue	2015-06-30T17:35:26.000Z	7721	"This is a signed bike route, but the road is too narrow for cars to pass bikers comfortably. Speeding cars often attempt unsafe passes or to intimidate bikers. A protected bike lane would be ideal."	Biker
-76.98956364	38.90365375	{0EE28A28-E882-46B7-94BB-EB860CB999AB}	Other Driving Issue	2015-06-30T17:36:55.000Z	9054	Stop sign needed on Montello heading south.	Car Driver
-76.9902346	38.90263485	{6A866E08-97C9-4954-A5D1-AB1219B32C8F}	Long wait to cross	2015-06-30T17:39:24.000Z	8987	To cross Florida between Montello and 12th requires waiting for 3 different crosswalk signals at the same intersection. The main signal cycle on Florida only gives pedestrians 15 seconds to cross 4 lanes of traffic.	Pedestrian
-76.98071665	38.89612657	{3EF594E5-4DA2-4B80-8197-764050D03F6C}	Not enough time to cross	2015-06-30T17:39:54.000Z	10183		Pedestrian
-76.98063093	38.89623186	{31C6144A-8D62-4A4B-AA44-C56390CCCDFC}	Speeding	2015-06-30T17:40:54.000Z	3471		Pedestrian
-77.05013066	38.90070643	{7C271689-50B6-4F90-987E-1FA2104393E5}	Blocking the crosswalk	2015-06-30T17:40:58.000Z	2635	Buses block the crosswalk daily at rush hour force pedestrians into the interaction to get around them.	Pedestrian
-76.99024519	38.90041416	{73FF1708-145D-4459-8ECC-395C99151D19}	Double parking	2015-06-30T17:43:48.000Z	9780	Double parking on 12th street creates dangerous situations for bikers or cars attempting to travel through.	Biker
-77.01195395	38.90021581	{7744B0D6-DE23-4A4F-9183-3C5448D0B247}	Double parking	2015-06-30T17:45:05.000Z	3950	Double parking in front of the wal-mart needs to be enforced since it often aggravates the backups caused by the construction on Mass/3rd/H.	Car Driver
-77.00748464	38.89805818	{DA6CBBFA-438E-4BD5-9752-0C012A503637}	Other Biking Issue	2015-06-30T17:49:24.000Z	9000	"Terrible connection from the end of the cycle track on G to Columbus Circle. Frequent conflicts between cyclists, delivery trucks, taxis, and pedestrians exiting the metro station onto the narrow sidewalk."	Biker
-76.99556685	38.90506083	{75048BE2-8EB5-4B79-92F9-1C6D242EACDC}	Speeding	2015-06-30T17:50:36.000Z	6645	Speeding remains a problem along Florida even with the speed camera.	Pedestrian
-76.98128326	38.9144681	{70386E5B-22A4-4D2A-83C8-8D86ED579CA4}	Speeding	2015-06-30T17:52:27.000Z	8817	Cars using West Virginia as a cut through to and from New York frequently speed.	Car Driver
-77.02808335	38.8961399	{3C640C10-0907-4D2C-B73F-2654B8541B48}	Red light running	2015-06-30T17:57:28.000Z	7654	"Cars going northbound on 12th often try to beat the light as it changes, posing a risk to cyclists and pedestrians crossing at E."	Biker
-76.98677941	38.89877011	{0D4713B2-33E5-4E31-9137-35EDE1357DCE}	Poor visibility	2015-06-30T18:07:58.000Z	3782	Difficult turning on and off of G Street from Maryland for cyclists and cars.	Biker
-76.99102239	38.89704164	{B97D2297-8C9D-41C3-9DE7-205E5856FF30}	Speeding	2015-06-30T18:08:35.000Z	11823		Pedestrian
-76.98473629	38.90277549	{5E680F92-AB5E-47D7-AAEC-72336216F24C}	Other Driving Issue	2015-06-30T18:13:57.000Z	2945	"I live on this block, and I really think there should be a 4-way stop sign here.  People think this IS a 4-way stop and there are so many close calls every day because people just stop and then roll through without looking.  It is VERY dangerous!"	Car Driver
-77.02689603	38.98380183	{4F654366-4E16-4707-8A2B-A0AAA9ACE0B5}	Red light running	2015-06-30T18:15:53.000Z	5953	I occasionally see cars heading north on Alaska think the eastbound green for Kalmia is for them. I've been in/seen a few close calls where I'm heading east on Kalmia on a green when someone heading up Alaska enters the intersection on a red.	Biker
-76.98502405	38.91017411	{69A1FD90-2F9E-4F8F-A851-0C5D977E7528}	Jaywalking	2015-06-30T18:17:27.000Z	12226	People walk across Mt. Olivet from many angles to/from Montello to access the bus stop.	Car Driver
-77.03365002	38.89549463	{7D916014-C8A0-41D3-8A5A-049219FE3B71}	Red light running	2015-06-30T18:17:34.000Z	759	Drivers waiting to turn left from Penn onto 15th try to go while cyclists have green light to proceed straight to 15th St cycletrack.  Signal needs to have red left arrow added so that drivers have firm visual cue.	Biker
-77.00255568	38.88982336	{28F0A110-4C06-4A4E-824C-8CD3D4479AA1}	Double parking	2015-06-30T18:19:48.000Z	9517	"Folger theatre operates valet stands for events without proper permitting.  When doing so they frequently block both the bike lane and the auto lane, causing cars and bikes to have to cross the double yellow to proceed."	Biker
-77.01774357	38.87700248	{50F824E5-8EBB-4F33-BC19-2EC022ACD7CC}	Double parking	2015-06-30T18:24:21.000Z	14208	There are always cars in the bike lane along 4th St SW	Biker
-76.99154868	38.88925839	{ACDF06BB-EB0D-49DF-8569-89712518A61D}	Long wait to cross	2015-06-30T15:23:53.000Z	8278	60-70 light cycle against pedestrians here.	Pedestrian
-76.98895369	38.88925598	{8A27B329-3405-4867-9147-D57316C4B921}	Double parking	2015-06-30T15:24:24.000Z	6596	Illegal church parking in roadway every Sunday.	Biker
-76.98831682	38.89011593	{8076E903-9CC4-402B-B528-47797A987AC9}	Double parking	2015-06-30T15:24:46.000Z	10107	Church parking in roadway every Sunday	Biker
-77.00591827	38.88983493	{097C20BE-0070-4DD6-AC79-912EC4C0A465}	Other Biking Issue	2015-06-30T15:25:56.000Z	4397	Westbound car drivers turning right create a right-hook for cyclists going straight into Capitol Grounds.	Biker
-77.03293715	38.89552122	{F806EA9A-3AD7-4928-A596-0E3EAF477483}	Other Biking Issue	2015-06-30T15:26:59.000Z	1067	Illegal U-Turns are bad on this block.	Biker
-77.03365759	38.89210509	{8AA5397B-8816-4626-ABC0-409557F6555E}	Failure to stop for pedestrians	2015-06-30T15:27:48.000Z	1755	Car drivers turning to/from Constitution fail to yield to pedestrians in the crosswalk here	Biker
-77.01756398	38.88175096	{5423F85F-12C4-4F4F-99B2-D38776C4F69A}	Blocking the bikebox	2015-06-30T15:28:34.000Z	6650	Construction and delivery vehicles block the bike lane here	Biker
-77.01763395	38.87789894	{C57F49C8-E388-4934-8DD3-2B86C496EE46}	Double parking	2015-06-30T15:28:54.000Z	14208	illegal parking in the bike lanes	Biker
-77.01905392	38.87647677	{A1B261BB-B86C-4D3A-A0A2-EA57556B87DD}	Speeding	2015-06-30T15:29:21.000Z	1163		Car Driver
-76.97726016	38.88760476	{501E5FEE-74E4-4F51-9B81-CE387AE17E2B}	Failure to stop for pedestrians	2015-06-30T15:32:34.000Z	7501	Cars turning right onto Independence/295 eastbound often fail to stop for pedestrians in crosswalk. Poor visibility with two lanes turning right creates danger for pedestrians. Suggest making it 1-lane only for turns.	Pedestrian
-77.03949262	38.88694946	{6DC955B6-0152-4782-9AD7-C445841524B6}	Speeding	2015-06-30T15:33:09.000Z	6316		Car Driver
-77.03211265	38.91261386	{DA088EFC-1B17-40A8-96BB-3A199EA42121}	Other Walking Issue	2015-06-30T16:48:23.000Z	697	Peds frequently ignore the right turn on red and cross on the west side of 14th as the light changes. Right turn on red is great for cars and the flow of 14th St traffic. Peds need to pay more attention to walk signals.	Pedestrian
-77.01658185	38.89185081	{4D3840BE-6BFB-48B2-9B54-A254595F82A1}	Red light running	2015-06-30T18:32:49.000Z	1345	There is no reason for through traffic to stop at this light.  There are no pedestrian crosswalks or cross traffic.  Present signal timing requires cars to sit at light while watching entire green phase cycle at the next light to turn onto 1st St.	Car Driver
-76.98969341	38.88915096	{23268BA8-0437-48FF-BD9F-96216E3A6C75}	Failure to stop for pedestrians	2015-06-30T18:42:52.000Z	12407	Motorists frequently fail to stop for pedestrians at all unsignaled crossing on the park; including especially at this intersection where motorists turning right do not stop for pedestrians going straight on East Capital.	Pedestrian
-76.99617536	38.88981801	{42AD2FA6-BBAF-42F3-B7B4-64EF38174534}	Failure to stop for pedestrians	2015-06-30T18:46:27.000Z	7176	"Cars on East Capitol do not stop for pedestrians with the right of way.  At a minimum, intersection should have a four-way stop."	Pedestrian
-76.99952059	38.88981831	{3E0AF796-B404-4670-BBFA-BDAD451E9534}	Failure to stop for pedestrians	2015-06-30T18:47:11.000Z	11224	"Cars on East Capitol do not stop for pedestrians with the right of way.  At a minimum, intersection should have a four-way stop."	Pedestrian
-77.05097007	38.92260273	{B33D0184-944F-4F75-9B6B-D234E17FD2F4}	Other Driving Issue	2015-06-30T19:02:50.000Z	8009	Passing within 3 feet of cyclist. Taxicab headed south on Taft Bridge.	Biker
-77.04346296	38.90134388	{0F17ADA2-829A-4FE5-9A49-EE66B4EA63A3}	Blocking the crosswalk	2015-07-01T16:31:54.000Z	1297	Especially bad in the afternoon trying to cross the south side of I St.	Pedestrian
-77.05859398	38.93676498	{8946AC2F-FB14-4A43-8BD0-E5AB3A4442BD}	Jaywalking	2015-07-01T16:32:09.000Z	11214	The light cycle here takes forever in the morning...people routinely jaywalk because it otherwise requires waiting 2 minutes to get from the bus to metro.  Drivers turning left from Conn. Ave start speeding and often come close to hitting pedestrians	Pedestrian
-77.05921393	38.9367789	{1E5F901E-DDE6-4005-BA0B-82B37B98E4D2}	Speeding	2015-07-01T16:33:25.000Z	4175	"Cars speed to turn right from Porter to Connecticut with the protected signal; pedestrians have a long time to wait, and often think its safe to cross when in fact right turns are permitted.  Seen several near misses"	Pedestrian
-77.00203077	38.91557238	{A0E5F292-947C-4FB8-8AD2-A486D583B6F5}	Stop sign running	2015-07-01T16:33:28.000Z	7774	Drivers fly down 4th and cut across T.  Many barely stop and most fail to look both ways for pedestrians.	Pedestrian
-77.00204304	38.88508025	{2F4D95B5-52A7-49C6-A9AA-8E853A2A43DC}	Other Driving Issue	2015-07-01T16:33:54.000Z	3946	Cars headed west on north Carolina to turn left onto third often ignore peds crossing third. The large intersection makes it easy to speed and hard to see pedestrians. Many cars seem to become confused and collide into the traffic light on the traf	Pedestrian
-77.00420623	38.90873337	{D7397D92-D050-42DC-B069-EF79EF1A6A23}	Red light running	2015-07-01T16:34:06.000Z	5265	Drivers don't see the red light intended to stop WB FL Ave traffic and allow peds to cross FL and EB NY Ave traffic to turn onto FL WB. Many near misses at this confusing and dangerous intersection.	Pedestrian
-77.05407323	38.90253693	{85D96E4C-2462-4ECC-B432-76BB59C00C9E}	Accessibility Issue	2015-07-01T16:34:32.000Z	11726	Tree boxes on K street south make the side walk extremely narrow and impassible for people with disabilities and children in strollers.	Pedestrian
-77.05735217	38.93357837	{28266B4B-CE70-45C0-9BF3-41D2A4DF2337}	Long distance to cross	2015-07-01T16:35:06.000Z	6992	"Crossing Macomb on the west side of Connecticut is too far.  Cars speed down Macomb to make the right turn, but as a pedestrian you aren't always sure if they are stopping at the light or about to do a rolling stop.  Bulb outs here would help."	Pedestrian
-77.02191026	38.8905322	{3E45AD23-1D0B-4C03-ACA8-5327D7539C65}	Not enough time to cross	2015-07-01T16:35:35.000Z	12823	"The light in the north south direction lasts more than a minute, while the east west light barely lasts 20 seconds."	Pedestrian
-77.04882605	38.90069954	{1D52CCC1-AF0B-45FB-A048-D7FE7DBAFF13}	Speeding	2015-07-01T16:35:41.000Z	11768	Cars going north on 22nd Street blow through this heavy-ped intersection.	Pedestrian
-77.02675599	38.884812	{D8A19889-2D43-4CE0-97FD-4AD7403CF046}	Failure to stop for pedestrians	2015-07-01T16:36:04.000Z	4659	Drivers fly down the off ramp and fail to yield to peds on D street.	Pedestrian
-77.05024681	38.92239882	{A4025714-DEA8-4BF6-9F46-C90ACDB6C628}	Other Walking Issue	2015-07-01T16:36:12.000Z	5542	It is absurd that there is no sidewalk here.  Paths on either end of this section just end into nothing; People run or walk in the road when the grass is muddy.	Pedestrian
-77.04720051	38.91767531	{B7632182-11A5-4BBD-BDBC-A4924B8488DB}	Poor visibility	2015-07-01T16:37:40.000Z	5752	"Pedestrians crossing in the crosswalk confront 4 lanes of traffic at the top of a hill; cars in middle lanes who stop obscure the pedestrians, and cars in outside lanes speed to get around them.  This spot will kill someone."	Pedestrian
-77.02703749	38.89980934	{C55AC91D-9871-42FE-8430-D18462DF60A1}	Failure to stop for pedestrians	2015-06-30T22:37:07.000Z	10495	"The LPI on the crosswalks is useless here without making the intersection no turn on red. Cars are frequently rushing into the cross walk when the light is red because the ""just missed"" the green and want to turn before opposing direction goes."	Pedestrian
-76.98653095	38.90798767	{3EDA8A1C-D51C-4405-9010-6D8195F31761}	Speeding	2015-06-30T23:57:53.000Z	12233	Cars fly down Montello Ave and someone is going to get hit. Speed bumps would be really great on this street.	Pedestrian
-76.98585389	38.9089585	{8D60CF43-3CF2-4C9C-A195-68A9B43D1E8A}	Speeding	2015-06-30T23:58:52.000Z	12738	Speeding here is dangerous. Riding my bike in my own neighborhood feels like I'm taking my life in my own hands.	Biker
-76.98716909	38.9070707	{270CBAEB-C2E2-4344-B4F2-5F419CDC618A}	Speeding	2015-06-30T23:59:44.000Z	11375	"Cars drive too fast through the neighborhood. Someone is going to get hit and with the all the kids in the neighborhood, it's very dangerous for them."	Pedestrian
-76.98773975	38.90625264	{65C39A7E-856E-43D8-9034-33FF83F728A1}	Speeding	2015-07-01T00:00:19.000Z	2775	Cars go too fast. Near school it's dangerous.	Pedestrian
-77.06497185	38.946681	{5B27F948-10CA-48A7-80B7-CEF325253865}	Other Walking Issue	2015-07-01T12:37:46.000Z	13164	No reasonable accommodation for pedestrians on the east side of Connecticut in front of the Park Van Ness project. Many pedestrians do not cross to the west side and walk in the traffic lane.	Pedestrian
-77.03944812	38.90253089	{87526A2E-1864-4571-8786-AC0C3C638595}	Blocking the crosswalk	2015-07-01T12:38:27.000Z	3510		Pedestrian
-77.03944963	38.90134784	{DEC9F545-89AE-42FA-8CAE-F54AC07BBA06}	Blocking the crosswalk	2015-07-01T12:38:40.000Z	1682		Pedestrian
-77.05666568	38.93239273	{EFA87A3B-18EF-43B9-AB5C-A92C693E8E6A}	Speeding	2015-07-01T13:33:39.000Z	7917	"Motorists drive too fast on this bridge. Very dangerous for cyclists, as well as for the few motorists who do obey the speed limit"	Biker
-77.03195273	38.90756581	{7324DC0E-EAF6-460B-836C-3662A0292443}	Double parking	2015-07-01T13:36:23.000Z	1804	Motorists park their vehicles in the 14th st bike lane. It is perpetual. Rarely do I see a block without a motor vehicle parked/stopped in the bike lane.	Biker
-77.03195558	38.9100829	{70BDEAB1-BD1F-4BDE-AAF0-9E412E706FC4}	Double parking	2015-07-01T13:37:05.000Z	3774	Motorists park their vehicles in the 14th st bike lane. It is perpetual. Rarely do I see a block without a motor vehicle parked/stopped in the bike lane.	Biker
-77.03195337	38.91218673	{F6C85CDF-43A5-4AF8-9504-818BD2007A06}	Double parking	2015-07-01T13:37:22.000Z	11819	Motorists park their vehicles in the 14th st bike lane. It is perpetual. Rarely do I see a block without a motor vehicle parked/stopped in the bike lane.	Biker
-77.03195556	38.91376453	{C5D56C9F-5912-4034-A78E-FF5193203A7A}	Double parking	2015-07-01T13:37:31.000Z	2327	Motorists park their vehicles in the 14th st bike lane. It is perpetual. Rarely do I see a block without a motor vehicle parked/stopped in the bike lane.	Biker
-77.03195467	38.91511685	{F2CC65F0-D367-48E5-AAD8-FB8E1B3D6EAE}	Double parking	2015-07-01T13:37:42.000Z	9984	Motorists park their vehicles in the 14th st bike lane. It is perpetual. Rarely do I see a block without a motor vehicle parked/stopped in the bike lane.	Biker
-77.03195528	38.91603509	{BA4FAF19-E706-4E94-A86B-82107EFF34CD}	Double parking	2015-07-01T13:37:54.000Z	9137	Motorists park their vehicles in the 14th st bike lane. It is perpetual. Rarely do I see a block without a motor vehicle parked/stopped in the bike lane.	Biker
-76.98517965	38.90065598	{B17EFC86-4DB6-4F24-A310-C1778F3EA00F}	Other Biking Issue	2015-07-01T14:27:38.000Z	13138	Biking all along Florida Avenue is pretty treacherous during morning rush hour.  I generally bike down Montello Avenue NE and cross Florida Avenue towards K street.  I make a loop towards Cap. Hill as to avoid Florida Ave. in the morning.	Biker
-76.97326674	38.87468054	{BB44BE71-847C-4328-8798-1F72932EE93E}	Accessibility Issue	2015-07-01T14:55:37.000Z	5504	"No sidewalks, no curb cuts.  Cars speeding too fast, unsafe to cross Pennsylvania Ave."	Car Driver
-77.02634841	38.88187521	{E2C195FD-BDD7-4346-A3A5-41E410961735}	Accessibility Issue	2015-07-01T14:56:41.000Z	8261	No curb cut from bridge path to Banneker Circle. Wheelchairs and bicyclists have no choice here.	Pedestrian
-76.9789981	38.8876053	{BA44125E-6983-45AC-A957-CA7C1D1C8584}	Long wait to cross	2015-07-01T14:58:19.000Z	8629	65-second light cycle favoring speeding cars on Independence here. Beg button for pedestrians is little help. The long cycle encourages jaywalking.	Pedestrian
-76.99132043	38.87330318	{784972E8-009B-424C-8384-E9C6EA7C1A20}	Long wait to cross	2015-07-01T15:00:26.000Z	14785	"Beg button to cross 11th St. here on south side of O St. SE does not function. You just have to cross against the red turn arrow, and hope the cars exiting the Navy Yard yield to you."	Pedestrian
-76.98137662	38.87913252	{87EB6CD4-D810-4D09-9287-5E0F5F918C01}	Failure to stop for pedestrians	2015-07-01T15:01:17.000Z	8194	Car drivers going from 17th to Penn fail to yield to pedestrians in the crosswalks at Barney Circle	Car Driver
-76.96418407	38.87673967	{B9C7DF30-102A-46E0-B002-4D16CD3C6E5E}	Speeding	2015-07-01T15:01:57.000Z	1223		Pedestrian
-76.95446664	38.88978701	{7A3E50F5-A439-4AF9-9CC5-76BE602522B3}	Speeding	2015-07-01T15:03:14.000Z	4352		Car Driver
-77.0175586	38.88418038	{D4C6839C-CC05-4C57-98B6-BF1A1CA19F0A}	Other Driving Issue	2015-07-01T15:04:15.000Z	3613	Delivery driver parked in bike lane 10:35 am 7/1/15. Said he has been doing it for 5 years and isn't going to stop.	Biker
-76.95422874	38.89601362	{C109AB13-130E-43C6-B989-8EEF84151F5C}	Other Biking Issue	2015-07-01T15:04:29.000Z	6467	Bicyclists must cross and merge across a slip lane at high speeds here.  Slip lanes need a full stop sign.	Biker
-77.0270488	38.89552852	{04908AD4-871F-4C32-99F0-F81A54A7C9DF}	Double parking	2015-07-01T15:05:06.000Z	12987	Regularly encounter drivers using the bike lane to double park.	Biker
-77.02703617	38.89674749	{31E29AD6-B101-4F68-8892-0D021E3DF9FE}	Double parking	2015-07-01T15:05:18.000Z	3891	Regularly encounter drivers using the bike lane to double park.	Biker
-77.02703653	38.89791217	{F50F9698-7226-4A3C-832E-AC7C966A6EEB}	Double parking	2015-07-01T15:05:27.000Z	4873	Regularly encounter drivers using the bike lane to double park.	Biker
-77.02703757	38.89930245	{F9269C8B-DD25-40AB-8B5B-BFADAA6A3649}	Double parking	2015-07-01T15:05:36.000Z	10495	Regularly encounter drivers using the bike lane to double park.	Biker
-77.04700175	38.90585941	{BC13CF4A-B5ED-4D6C-9F25-B3056BFB8815}	Jaywalking	2015-07-01T15:47:44.000Z	252	Street intersection with no crosswalk. Pedestrians cross from Ward Place to the park to access M street at all times of day.	Pedestrian
-77.05236571	38.88848038	{56A9F304-A4DA-41C4-963D-8391A0D1041A}	Other Walking Issue	2015-07-01T15:48:22.000Z	5726	"No way for pedestrians to cross at the east side of this bridge.  Pedestrians do it anyway, and have to dodge high-speed traffic. Vision zero must make allowances for the fact that people want to and will cross here on foot even if not allowed."	Pedestrian
-77.00351239	38.89521277	{4D4D7314-4965-43ED-A047-D2EB7153E529}	Red light running	2015-07-01T15:47:42.000Z	8205	"Cars frequently run the light here when trying to turn left from Mass Ave to 2nd street, endangering pedestrians. There is a general backup so it also happens at  other left turns and going straight."	Pedestrian
-77.04880813	38.90644143	{7A1A3731-7997-4908-B2CC-79539ECF1060}	Jaywalking	2015-07-01T15:50:14.000Z	4081	Crosswalk is located 1/2 block south of crossing location. The painted crosswalk connects two service garages that are rarely used. Pedestrian path from 23rd Street connects across to Ward Place and no crosswalk is located here.	Pedestrian
-77.0211555	38.95874661	{A4E31103-075F-4AF8-87EE-D3D29D4C7E58}	Speeding	2015-07-01T15:50:35.000Z	2275	Cars speed regularly on Missouri Ave and do not obey crosswalks. Serious danger to pedestrians.	Pedestrian
-77.03162186	38.90538487	{9508FC78-812A-4908-8E0B-387B46145DD8}	Red light running	2015-07-01T15:51:02.000Z	5477	"Car drivers, turning from the circle onto Mass Ave eastbound, routinely violate the red arrow."	Pedestrian
-77.03649461	38.91701001	{D40DB36D-AD96-4C41-B3EF-1549B6543A13}	Not enough time to cross	2015-07-01T15:51:04.000Z	4698	"Cars turning left from eastbound on U to northbound on 16th or New Hampshire often end up turning after their light has turned red, during the bike green signal. The bike green is too short to wait for left turning cars and then get safely through."	Biker
-77.03621226	38.91735654	{5956E661-BB65-44B4-AAC5-52972B518135}	Red light running	2015-07-01T15:51:08.000Z	10983	"Cars travelling east on U St run the red light while turning left (north) onto 16th street. The bike light is short, so cyclists moving S on NH need to go quickly to get across, resulting in many near-misses."	Biker
-76.99827263	38.89359255	{FFEE7EE4-C80F-4332-B10A-9B6E411D27CD}	Other Driving Issue	2015-07-01T15:49:32.000Z	833	Cars frequently turn right on red (sometimes without really slowing down) even though there is a sign prohibiting them from doing so.	Pedestrian
-77.03884502	38.93249308	{088123C9-8D06-41F5-B97D-B07C94ED124D}	Stop sign running	2015-07-01T15:52:38.000Z	5897	"Drivers, including metrobus, rarely stop at this stop sign."	Pedestrian
-77.02193377	38.9478847	{A1596187-9E9B-4C16-B2D9-E51437215297}	Failure to stop for pedestrians	2015-07-01T15:52:53.000Z	12590	"My wife was struck (and injured--head injury) by a vehicle driver in 2013 at Sherman Circle. The driver just came around the circle too fast and didn't see her in the crosswalk. There are signs here but they are not enough, needs better design."	Pedestrian
-77.04046004	38.93240004	{4BB57253-4857-4D42-BDB0-AFA2CCA9177B}	Speeding	2015-07-01T15:54:03.000Z	5478	"Cars fly along this residential block, sometimes racing to catch the green light. Because it's a residential street, there are often pedestrians crossing mid-block from parked cars or houses. There are also many children around."	Pedestrian
-77.03195133	38.90529792	{544383BA-7DF0-47B6-B72F-F186A2865CFF}	Long wait to cross	2015-07-01T15:54:10.000Z	10168	"Trying to walk westbound under the circle can take up 1.5 minutes.  From M St, must cross 4 lights: across Mass, across 14th to an island, from island to another island, and from the second island to Vermont."	Pedestrian
-77.02803304	38.96102157	{0EC75559-DEDE-40F5-AACD-446FEE1E030D}	Other Driving Issue	2015-07-01T15:54:14.000Z	7711	There's a green arrow that seems to be tilted to point at northbound GA ave traffic but is actually meant for westbound MO ave traffic that is extremely confusing.	Car Driver
-77.03612215	38.93118576	{7F67C27D-EF25-4689-A61C-4F7553CE9F89}	Double parking	2015-07-01T15:56:06.000Z	6277	Cars are constantly double parked or just standing on this short street. Pedestrians along the entire length of the block pop out from between cars to cross. The problem is especially bad on weekends.	Car Driver
-77.03930694	38.90253092	{DB45D30B-7497-49B9-85E1-9982EA8D4973}	Long wait to cross	2015-07-01T15:57:52.000Z	7364	"Often there are 20 or more pedestrians waiting to cross K st on the north side, but car drivers get a green arrow to turn north from K onto CT.  Lots of conflicts as pedestrian crowding is a problem, right outside Farragut north."	Pedestrian
-77.03654082	38.90374679	{3CFF6A5D-639C-485C-B5CE-2D7FBA327CD2}	Blocking the bikebox	2015-07-01T15:58:58.000Z	7688	"Lots of car drivers turn left on 16th at rush hour.  They block the mixing zone, forcing cyclists to maneuver into traffic and out of the protected cycle lane.

Should just have a protected lane with no mixing zone, and a green arrow for cars."	Car Driver
-77.00267111	38.86623157	{CCFBED5E-6A7B-411E-971A-2726DDDE6264}	Poor visibility	2015-07-01T16:00:02.000Z	11075	"Traveling south on the west sidewalk of South Capitol here is scary. There is a ramp where cars could pull off the road at high speed and hit me, but they're coming from behind, so it's difficult to check the street before crossing here."	Biker
-77.04942116	38.89021892	{0C3CDB25-9AB4-41A7-8B15-B0A76314EF4C}	Long wait to cross	2015-07-01T16:01:06.000Z	10127	"This is a heavy pedestrian use area next to the Lincoln Memorial. A tourist presses the walk button and wait an amazingly long time for the light to change. Sadly, the out of town tourists run into the street rather than waiting."	Pedestrian
-77.00928036	38.87464687	{FD5F4CE6-21A4-455E-B599-C31B2F68003B}	Other Driving Issue	2015-07-01T16:01:17.000Z	11891	"Two lanes coming off of M st southbound share a light with traffic driving under M st on S Capitol. Of these two lanes, only the left most lane is able to continue onto S Capitol while the right hand lane MUST TURN RIGHT. This is continually ignored."	Pedestrian
-77.0480022	38.8870465	{BC6E2FE9-C176-4684-A075-C08ECD300842}	Long distance to cross	2015-07-01T16:03:11.000Z	14512	"It is impossible for a pedestrian to cross both east and west bound lanes of Independence Avenue in one light cycle. Unfortunately, tourists frequently jay walk. The vehicle traffic moves very, very fast here creating a dangerous situation."	Pedestrian
-77.05343479	38.88809066	{4A36D7F7-23FE-4029-8A46-557A9D98C76F}	Speeding	2015-07-01T16:05:20.000Z	6289	"The Memorial Bridge has no separation between pedestrians and vehicles. I cannot find any speed signs. Vehicles regularly go very, very fast just inches away from the pedestrians. I have never seen speed enforcement on this bridge."	Pedestrian
-77.03626203	38.91730271	{CEF8739A-B6B8-4EF6-AE90-0733DBB5506A}	Long wait to cross	2015-07-01T16:07:56.000Z	10983	"The biker specific light for bikers south bound on New Hampshire seems to take forever even if parked in the signal sensors. Once the light finally changes, there is enough time for only two bikes to reach the bike box on southbound 16th St."	Biker
-77.02967897	38.92050659	{B5571A4C-FD67-44E4-AF8A-614C8FCDD068}	Other Biking Issue	2015-07-01T16:09:59.000Z	6170	Southbound 13th street is a VERY rough surface with numerous asphalt heaves. This is a very dangerous intersection for bikers coming down the hill.	Biker
-77.03303331	38.89013739	{2ACF69AE-3AE2-4163-B632-E9A1A5096D4C}	Not enough time to cross	2015-07-01T16:11:15.000Z	10504	"There is not enough time to cross here at evening rush hour and the pedestrian signs only work if you push the button, but it doesn't say that on the button sign."	Pedestrian
-77.0030881	38.92494213	{07889AFE-D7EC-43FD-92D5-DD7289508509}	Other Driving Issue	2015-07-01T16:11:33.000Z	906	"When it rains, water often pool on this section of Lincoln Rd NE. This causes drivers to try to drive around it, often going into incoming car's lane."	Car Driver
